DATE,AVERAGE_DAILY_USAGE,isweekend,season_Fall,season_Summer,season_Winter,season_Spring,Unnamed: 0,isholiday,maxtp,mintp,rain,wdsp
2022-08-23,67.63716814159292,0,0.0,1.0,0.0,0.0,1695,0,22.9,15.7,0.5,5.7
2022-08-24,67.00884955752214,0,0.0,1.0,0.0,0.0,1696,0,19.7,12.6,2.1,6.7
2022-08-25,67.97345132743361,0,0.0,1.0,0.0,0.0,1697,0,19.8,10.7,0.0,5.5
2022-08-26,60.80530973451327,0,0.0,1.0,0.0,0.0,1698,0,18.1,7.8,0.0,6.9
2022-08-27,49.88495575221239,1,0.0,1.0,0.0,0.0,1699,0,19.9,6.6,0.0,4.1
2022-08-28,38.840707964601776,1,0.0,1.0,0.0,0.0,1700,0,17.8,9.8,0.0,5.2
2022-08-29,63.168141592920364,0,0.0,1.0,0.0,0.0,1701,0,21.5,12.0,0.0,8.4
2022-08-30,69.30973451327435,0,0.0,1.0,0.0,0.0,1702,0,19.1,10.5,0.0,8.5
2022-08-31,67.64601769911505,0,0.0,1.0,0.0,0.0,1703,0,18.2,8.4,0.1,8.0
2022-09-01,25.05309734513275,0,1.0,0.0,0.0,0.0,1704,0,19.3,12.9,0.0,8.7
2022-09-02,3.8053097345132745,0,1.0,0.0,0.0,0.0,1705,0,20.1,11.9,0.0,5.2
2022-09-03,27.5929203539823,1,1.0,0.0,0.0,0.0,1706,0,16.3,11.4,19.5,6.9
2022-09-04,38.3716814159292,1,1.0,0.0,0.0,0.0,1707,0,19.7,10.3,27.8,11.4
2022-09-05,58.69026548672566,0,1.0,0.0,0.0,0.0,1708,0,19.5,11.0,3.1,11.2
2022-09-06,61.68141592920354,0,1.0,0.0,0.0,0.0,1709,0,17.3,13.3,6.9,10.5
2022-09-07,64.72566371681414,0,1.0,0.0,0.0,0.0,1710,0,18.2,14.0,15.1,10.3
2022-09-08,67.07079646017701,0,1.0,0.0,0.0,0.0,1711,0,17.9,13.6,3.4,10.3
2022-09-09,58.920353982300895,0,1.0,0.0,0.0,0.0,1712,0,18.5,9.6,8.0,8.7
2022-09-10,46.75221238938053,1,1.0,0.0,0.0,0.0,1713,0,19.3,6.5,0.0,5.2
2022-09-11,31.43362831858407,1,1.0,0.0,0.0,0.0,1714,0,19.5,8.7,10.3,8.2
2022-09-12,59.14159292035397,0,1.0,0.0,0.0,0.0,1715,0,17.8,7.2,1.3,5.2
2022-09-13,68.07079646017701,0,1.0,0.0,0.0,0.0,1716,0,16.9,4.9,0.0,5.7
2022-09-14,66.92920353982299,0,1.0,0.0,0.0,0.0,1717,0,16.4,7.3,0.0,8.9
2022-09-15,67.92035398230088,0,1.0,0.0,0.0,0.0,1718,0,17.3,8.4,0.0,9.5
2022-09-16,60.76991150442478,0,1.0,0.0,0.0,0.0,1719,0,16.4,4.6,0.0,9.5
2022-09-17,44.68141592920354,1,1.0,0.0,0.0,0.0,1720,0,15.5,3.1,0.0,7.0
2022-09-18,38.05309734513274,1,1.0,0.0,0.0,0.0,1721,0,17.9,7.3,0.0,7.0
2022-09-19,62.20353982300885,0,1.0,0.0,0.0,0.0,1722,0,17.4,11.5,0.0,4.1
2022-09-20,68.48672566371681,0,1.0,0.0,0.0,0.0,1723,0,19.2,11.9,0.0,4.5
2022-09-21,68.48672566371681,0,1.0,0.0,0.0,0.0,1724,0,18.5,11.5,0.0,7.8
2022-09-22,53.964601769911496,0,1.0,0.0,0.0,0.0,1725,0,16.7,8.0,20.3,6.2
2022-09-23,63.02654867256636,0,1.0,0.0,0.0,0.0,1726,0,16.9,6.0,0.6,7.8
2022-09-24,45.36283185840708,1,1.0,0.0,0.0,0.0,1727,0,15.1,5.0,0.0,9.0
2022-09-25,34.823008849557525,1,1.0,0.0,0.0,0.0,1728,0,14.3,3.8,0.6,10.6
2022-09-26,61.840707964601776,0,1.0,0.0,0.0,0.0,1729,0,14.7,9.1,0.1,16.5
2022-09-27,66.10619469026547,0,1.0,0.0,0.0,0.0,1730,0,12.5,7.0,0.4,12.5
2022-09-28,65.77876106194691,0,1.0,0.0,0.0,0.0,1731,0,13.6,6.3,1.5,10.5
2022-09-29,70.4159292035398,0,1.0,0.0,0.0,0.0,1732,0,16.3,7.4,0.0,8.0
2022-09-30,55.58407079646018,0,1.0,0.0,0.0,0.0,1733,0,17.6,9.6,9.0,13.0
2022-10-01,46.1504424778761,1,1.0,0.0,0.0,0.0,1734,0,17.1,10.1,0.2,10.4
2022-10-02,39.23008849557522,1,1.0,0.0,0.0,0.0,1735,0,16.2,8.7,0.0,6.8
2022-10-03,62.672566371681405,0,1.0,0.0,0.0,0.0,1736,0,17.4,11.4,0.0,9.5
2022-10-04,63.49557522123894,0,1.0,0.0,0.0,0.0,1737,0,17.3,14.2,2.4,10.7
2022-10-05,65.16814159292035,0,1.0,0.0,0.0,0.0,1738,0,15.0,8.0,9.8,9.8
2022-10-06,66.96460176991151,0,1.0,0.0,0.0,0.0,1739,0,17.0,9.1,0.8,10.6
2022-10-07,60.98230088495576,0,1.0,0.0,0.0,0.0,1740,0,14.9,7.5,2.3,12.7
2022-10-08,48.088495575221245,1,1.0,0.0,0.0,0.0,1741,0,15.0,6.1,0.1,7.0
2022-10-09,27.070796460176986,1,1.0,0.0,0.0,0.0,1742,0,15.1,6.2,2.9,12.2
2022-10-10,62.212389380530965,0,1.0,0.0,0.0,0.0,1743,0,13.9,5.1,0.0,9.6
2022-10-11,67.35398230088495,0,1.0,0.0,0.0,0.0,1744,0,13.7,7.9,0.0,6.8
2022-10-12,68.53982300884954,0,1.0,0.0,0.0,0.0,1745,0,14.2,5.0,0.0,8.0
2022-10-13,66.85087719298245,0,1.0,0.0,0.0,0.0,1746,0,16.4,1.3,0.4,5.3
2022-10-14,59.26315789473684,0,1.0,0.0,0.0,0.0,1747,0,14.3,5.7,0.4,6.7
2022-10-15,40.690265486725664,1,1.0,0.0,0.0,0.0,1748,0,13.1,6.6,4.1,12.2
2022-10-16,30.57522123893805,1,1.0,0.0,0.0,0.0,1749,0,13.2,6.6,2.3,10.5
2022-10-17,61.725663716814154,0,1.0,0.0,0.0,0.0,1750,0,15.3,5.3,0.0,13.9
2022-10-18,66.74336283185839,0,1.0,0.0,0.0,0.0,1751,0,15.4,2.2,0.0,7.8
2022-10-19,51.86725663716814,0,1.0,0.0,0.0,0.0,1752,0,13.2,11.8,31.4,13.6
2022-10-20,66.21238938053098,0,1.0,0.0,0.0,0.0,1753,0,15.9,10.4,0.1,6.3
2022-10-21,53.7079646017699,0,1.0,0.0,0.0,0.0,1754,0,15.8,12.6,8.9,11.3
2022-10-22,47.45132743362832,1,1.0,0.0,0.0,0.0,1755,0,17.2,10.9,1.2,9.1
2022-10-23,33.938053097345126,1,1.0,0.0,0.0,0.0,1756,0,17.6,10.4,10.2,6.4
2022-10-24,62.43362831858407,0,1.0,0.0,0.0,0.0,1757,0,14.5,9.5,0.1,6.3
2022-10-25,63.522123893805315,0,1.0,0.0,0.0,0.0,1758,0,15.8,8.9,3.4,10.0
2022-10-26,65.38938053097345,0,1.0,0.0,0.0,0.0,1759,0,16.2,10.6,5.3,11.4
2022-10-27,67.57522123893807,0,1.0,0.0,0.0,0.0,1760,0,18.0,9.3,1.3,9.0
2022-10-28,60.46902654867257,0,1.0,0.0,0.0,0.0,1761,0,16.7,8.9,5.1,12.3
2022-10-29,36.49557522123894,1,1.0,0.0,0.0,0.0,1762,0,17.7,10.8,4.4,11.6
2022-10-30,40.97345132743364,1,1.0,0.0,0.0,0.0,1763,0,14.4,11.2,0.1,11.2
2022-10-31,28.65486725663717,0,1.0,0.0,0.0,0.0,1764,1,15.9,9.6,9.6,9.1
2022-11-01,57.92920353982301,0,1.0,0.0,0.0,0.0,1765,0,13.1,6.7,1.3,8.0
2022-11-02,54.20353982300885,0,1.0,0.0,0.0,0.0,1766,0,14.0,6.6,3.3,14.8
2022-11-03,59.92920353982301,0,1.0,0.0,0.0,0.0,1767,0,11.9,4.1,0.0,7.0
2022-11-04,57.8141592920354,0,1.0,0.0,0.0,0.0,1768,0,11.0,2.9,0.0,7.7
2022-11-05,41.8938053097345,1,1.0,0.0,0.0,0.0,1769,0,13.1,8.6,1.4,8.5
2022-11-06,34.353982300884965,1,1.0,0.0,0.0,0.0,1770,0,13.4,8.4,0.7,9.1
2022-11-07,54.8495575221239,0,1.0,0.0,0.0,0.0,1771,0,15.4,8.6,0.5,13.3
2022-11-08,65.69026548672565,0,1.0,0.0,0.0,0.0,1772,0,12.6,9.1,0.3,10.7
2022-11-09,65.42477876106193,0,1.0,0.0,0.0,0.0,1773,0,13.2,7.7,0.5,10.5
2022-11-10,66.15929203539821,0,1.0,0.0,0.0,0.0,1774,0,15.7,13.0,0.0,17.4
2022-11-11,62.43362831858407,0,1.0,0.0,0.0,0.0,1775,0,16.5,12.9,2.4,16.0
2022-11-12,45.57522123893806,1,1.0,0.0,0.0,0.0,1776,0,14.8,12.6,0.0,9.7
2022-11-13,37.13274336283186,1,1.0,0.0,0.0,0.0,1777,0,15.7,11.0,1.0,13.2
2022-11-14,58.30088495575221,0,1.0,0.0,0.0,0.0,1778,0,12.1,9.3,4.4,9.6
2022-11-15,65.44247787610621,0,1.0,0.0,0.0,0.0,1779,0,12.0,3.1,3.3,7.2
2022-11-16,65.15044247787611,0,1.0,0.0,0.0,0.0,1780,0,11.3,0.1,2.3,4.0
2022-11-17,64.61061946902655,0,1.0,0.0,0.0,0.0,1781,0,6.7,2.1,0.0,10.1
2022-11-18,58.176991150442475,0,1.0,0.0,0.0,0.0,1782,0,8.9,2.6,0.0,13.2
2022-11-19,37.743362831858406,1,1.0,0.0,0.0,0.0,1783,0,8.9,1.9,3.0,6.7
2022-11-20,30.610619469026553,1,1.0,0.0,0.0,0.0,1784,0,8.7,4.3,0.0,8.7
2022-11-21,48.53982300884957,0,1.0,0.0,0.0,0.0,1785,0,10.6,3.2,11.8,11.5
2022-11-22,57.398230088495566,0,1.0,0.0,0.0,0.0,1786,0,6.2,-0.8,0.0,5.6
2022-11-23,30.221238938053094,0,1.0,0.0,0.0,0.0,1787,0,10.1,4.3,5.0,12.6
2022-11-24,57.955752212389385,0,1.0,0.0,0.0,0.0,1788,0,11.0,6.6,2.3,12.8
2022-11-25,59.50442477876106,0,1.0,0.0,0.0,0.0,1789,0,10.9,6.4,0.0,10.2
2022-11-26,39.23008849557522,1,1.0,0.0,0.0,0.0,1790,0,14.4,10.7,0.3,12.9
2022-11-27,31.761061946902647,1,1.0,0.0,0.0,0.0,1791,0,11.2,6.5,2.1,10.5
2022-11-28,56.14159292035397,0,1.0,0.0,0.0,0.0,1792,0,8.1,3.5,0.2,7.3
2022-11-29,63.79646017699115,0,1.0,0.0,0.0,0.0,1793,0,8.7,1.9,0.0,3.6
2022-11-30,64.38938053097345,0,1.0,0.0,0.0,0.0,1794,0,10.6,0.8,0.0,5.8
2022-12-01,65.02654867256639,0,0.0,0.0,1.0,0.0,1795,0,11.4,5.0,0.0,4.5
2022-12-02,60.97345132743364,0,0.0,0.0,1.0,0.0,1796,0,10.6,2.4,0.0,4.2
2022-12-03,38.79646017699115,1,0.0,0.0,1.0,0.0,1797,0,8.8,2.7,3.8,7.1
2022-12-04,25.584070796460182,1,0.0,0.0,1.0,0.0,1798,0,7.2,3.9,11.0,11.8
2022-12-05,49.93805309734513,0,0.0,0.0,1.0,0.0,1799,0,8.3,5.5,5.9,12.5
2022-12-06,58.1061946902655,0,0.0,0.0,1.0,0.0,1800,0,6.2,0.8,2.6,7.8
2022-12-07,61.90265486725664,0,0.0,0.0,1.0,0.0,1801,0,4.8,0.0,0.0,7.7
2022-12-08,59.353982300884965,0,0.0,0.0,1.0,0.0,1802,0,3.4,-2.4,1.4,7.8
2022-12-09,43.353982300884965,0,0.0,0.0,1.0,0.0,1803,0,0.4,-3.2,0.1,7.7
2022-12-10,29.477876106194692,1,0.0,0.0,1.0,0.0,1804,0,0.3,-1.2,0.0,9.6
2022-12-11,25.778761061946906,1,0.0,0.0,1.0,0.0,1805,0,2.3,-1.1,2.2,7.2
2022-12-12,47.75221238938053,0,0.0,0.0,1.0,0.0,1806,0,0.7,-2.9,0.0,3.7
2022-12-13,57.327433628318595,0,0.0,0.0,1.0,0.0,1807,0,3.8,-2.8,0.0,7.2
2022-12-14,56.672566371681405,0,0.0,0.0,1.0,0.0,1808,0,4.1,-3.8,0.0,9.7
2022-12-15,55.09734513274336,0,0.0,0.0,1.0,0.0,1809,0,2.6,-4.2,0.0,9.0
2022-12-16,46.964601769911496,0,0.0,0.0,1.0,0.0,1810,0,3.4,-3.1,0.0,6.6
2022-12-17,31.61946902654867,1,0.0,0.0,1.0,0.0,1811,0,6.2,0.0,0.0,5.8
2022-12-18,27.371681415929203,1,0.0,0.0,1.0,0.0,1812,0,13.4,3.2,0.3,14.1
2022-12-19,48.24778761061947,0,0.0,0.0,1.0,0.0,1813,0,14.7,7.1,2.0,11.7
2022-12-20,53.23008849557522,0,0.0,0.0,1.0,0.0,1814,0,8.6,5.7,0.0,11.2
2022-12-21,47.778761061946895,0,0.0,0.0,1.0,0.0,1815,0,8.5,5.0,0.0,11.7
2022-12-22,43.1504424778761,0,0.0,0.0,1.0,0.0,1816,0,6.7,-0.6,1.9,4.6
2022-12-23,32.946902654867266,0,0.0,0.0,1.0,0.0,1817,0,10.0,-0.5,11.0,8.0
2022-12-24,20.769911504424783,1,0.0,0.0,1.0,0.0,1818,0,11.0,6.5,10.7,8.5
2022-12-25,14.318584070796462,1,0.0,0.0,1.0,0.0,1819,1,10.9,1.7,9.0,10.3
2022-12-26,14.194690265486724,0,0.0,0.0,1.0,0.0,1820,1,4.9,1.3,0.0,9.0
2022-12-27,23.929203539823014,0,0.0,0.0,1.0,0.0,1821,0,11.1,2.0,1.0,9.5
2022-12-28,27.26548672566372,0,0.0,0.0,1.0,0.0,1822,0,11.3,5.0,5.2,9.8
2022-12-29,26.141592920353986,0,0.0,0.0,1.0,0.0,1823,0,9.6,4.7,0.8,12.2
2022-12-30,29.02654867256637,0,0.0,0.0,1.0,0.0,1824,0,11.4,6.9,2.5,12.8
2022-12-31,29.29203539823009,1,0.0,0.0,1.0,0.0,1825,0,10.0,5.3,2.6,3.7
