DATE,AVERAGE_DAILY_USAGE,isweekend,season_Fall,season_Summer,season_Winter,season_Spring,maxtp,mintp,rain,wdsp
2019-02-15,133.35398230088495,0,0.0,0.0,1.0,0.0,15.6,-0.3,0.0,12.6
2019-02-16,76.36283185840708,1,0.0,0.0,1.0,0.0,12.5,6.8,0.0,12.0
2019-02-17,68.60176991150442,1,0.0,0.0,1.0,0.0,11.6,7.7,0.1,14.6
2019-02-18,128.54867256637172,0,0.0,0.0,1.0,0.0,10.0,5.3,0.0,11.7
2019-02-19,132.52212389380531,0,0.0,0.0,1.0,0.0,10.3,3.7,2.2,10.4
2019-02-20,144.99115044247787,0,0.0,0.0,1.0,0.0,13.3,9.9,0.0,13.1
2019-02-21,146.4513274336283,0,0.0,0.0,1.0,0.0,14.2,9.5,0.0,10.8
2019-02-22,135.6194690265487,0,0.0,0.0,1.0,0.0,14.8,8.7,0.0,11.5
2019-02-23,81.212389380531,1,0.0,0.0,1.0,0.0,13.8,0.3,0.2,9.5
2019-02-24,72.64601769911505,1,0.0,0.0,1.0,0.0,10.5,-0.4,0.0,7.3
2019-02-25,135.15044247787608,0,0.0,0.0,1.0,0.0,14.7,2.5,0.0,6.3
2019-02-26,142.1681415929204,0,0.0,0.0,1.0,0.0,14.5,-0.8,0.0,4.7
2019-02-27,145.07079646017695,0,0.0,0.0,1.0,0.0,13.2,-1.9,0.0,4.5
2019-02-28,145.0,0,0.0,0.0,1.0,0.0,11.2,5.3,0.2,6.3
2019-03-01,133.60176991150442,0,0.0,0.0,0.0,1.0,15.0,5.0,5.9,5.9
2019-03-02,71.16814159292034,1,0.0,0.0,0.0,1.0,12.4,5.0,2.6,12.2
2019-03-03,35.11504424778761,1,0.0,0.0,0.0,1.0,7.0,-0.2,22.0,10.3
2019-03-04,130.28318584070794,0,0.0,0.0,0.0,1.0,6.8,0.7,0.6,10.2
2019-03-05,128.15929203539824,0,0.0,0.0,0.0,1.0,10.6,3.3,13.3,12.9
2019-03-06,137.89380530973452,0,0.0,0.0,0.0,1.0,11.6,4.4,1.4,12.5
2019-03-07,137.06194690265488,0,0.0,0.0,0.0,1.0,10.0,2.7,1.9,17.2
2019-03-08,55.176991150442475,0,0.0,0.0,0.0,1.0,10.4,1.8,1.5,10.2
2019-03-09,73.48672566371681,1,0.0,0.0,0.0,1.0,9.6,3.8,4.2,13.2
2019-03-10,57.1061946902655,1,0.0,0.0,0.0,1.0,6.8,0.4,5.4,13.7
2019-03-11,128.53982300884957,0,0.0,0.0,0.0,1.0,10.7,0.8,0.4,13.8
2019-03-12,128.16814159292036,0,0.0,0.0,0.0,1.0,11.2,3.7,4.6,17.4
2019-03-13,128.43362831858408,0,0.0,0.0,0.0,1.0,9.6,5.1,0.6,23.1
2019-03-14,128.36283185840708,0,0.0,0.0,0.0,1.0,11.0,6.9,8.4,18.3
2019-03-15,127.26548672566372,0,0.0,0.0,0.0,1.0,11.3,5.1,6.2,17.3
2019-03-16,56.38053097345133,1,0.0,0.0,0.0,1.0,11.8,2.2,10.9,16.1
2019-03-17,50.221238938053105,1,0.0,0.0,0.0,1.0,10.7,0.6,0.2,15.2
2019-03-18,58.36283185840708,0,0.0,0.0,0.0,1.0,11.5,4.1,0.4,11.4
2019-03-19,132.85840707964599,0,0.0,0.0,0.0,1.0,13.6,6.2,0.8,8.2
2019-03-20,141.4513274336283,0,0.0,0.0,0.0,1.0,16.8,8.1,0.4,7.2
2019-03-21,145.46902654867256,0,0.0,0.0,0.0,1.0,13.1,9.6,0.0,6.8
2019-03-22,131.86725663716814,0,0.0,0.0,0.0,1.0,11.4,4.8,0.6,11.7
2019-03-23,82.79646017699116,1,0.0,0.0,0.0,1.0,9.8,2.3,0.0,5.1
2019-03-24,65.92035398230088,1,0.0,0.0,0.0,1.0,10.4,1.8,0.0,13.3
2019-03-25,136.97345132743362,0,0.0,0.0,0.0,1.0,11.6,3.9,0.0,7.3
2019-03-26,146.62831858407083,0,0.0,0.0,0.0,1.0,13.2,2.9,0.0,7.0
2019-03-27,144.90265486725662,0,0.0,0.0,0.0,1.0,13.0,1.7,0.0,5.9
2019-03-28,149.575221238938,0,0.0,0.0,0.0,1.0,16.1,0.8,0.0,5.3
2019-03-29,139.2920353982301,0,0.0,0.0,0.0,1.0,12.8,2.4,0.0,5.3
2019-03-30,81.6637168141593,1,0.0,0.0,0.0,1.0,12.2,0.5,0.2,7.5
2019-03-31,68.23008849557522,1,0.0,0.0,0.0,1.0,10.4,-2.1,0.0,8.3
2019-04-01,132.81415929203536,0,0.0,0.0,0.0,1.0,12.5,5.2,2.7,7.4
2019-04-02,134.69026548672562,0,0.0,0.0,0.0,1.0,8.2,0.8,0.5,12.5
2019-04-03,124.6725663716814,0,0.0,0.0,0.0,1.0,7.8,1.1,8.0,15.1
2019-04-04,119.63716814159292,0,0.0,0.0,0.0,1.0,8.1,1.5,12.5,13.0
2019-04-05,126.02654867256638,0,0.0,0.0,0.0,1.0,8.8,-0.3,2.2,6.7
2019-04-06,79.15929203539821,1,0.0,0.0,0.0,1.0,10.3,1.0,0.6,9.4
2019-04-07,68.3716814159292,1,0.0,0.0,0.0,1.0,11.4,-0.8,0.0,9.2
2019-04-08,114.93805309734512,0,0.0,0.0,0.0,1.0,9.4,6.4,2.8,7.6
2019-04-09,141.424778761062,0,0.0,0.0,0.0,1.0,10.5,5.1,0.2,11.6
2019-04-10,140.58407079646014,0,0.0,0.0,0.0,1.0,8.9,1.2,0.0,9.0
2019-04-11,149.88495575221242,0,0.0,0.0,0.0,1.0,11.6,-2.0,0.0,3.2
2019-04-12,141.08849557522126,0,0.0,0.0,0.0,1.0,9.9,0.2,0.0,7.2
2019-04-13,79.14159292035399,1,0.0,0.0,0.0,1.0,8.7,6.6,0.0,14.7
2019-04-14,64.87610619469028,1,0.0,0.0,0.0,1.0,7.6,5.1,0.0,15.0
2019-04-15,111.6991150442478,0,0.0,0.0,0.0,1.0,9.6,4.5,15.8,16.7
2019-04-16,135.72566371681415,0,0.0,0.0,0.0,1.0,9.6,4.4,2.6,7.8
2019-04-17,145.76106194690266,0,0.0,0.0,0.0,1.0,12.5,-0.8,0.0,6.3
2019-04-18,146.8761061946903,0,0.0,0.0,0.0,1.0,14.9,3.7,0.0,5.5
2019-04-19,100.31858407079645,0,0.0,0.0,0.0,1.0,19.0,2.5,0.0,4.8
2019-04-20,79.212389380531,1,0.0,0.0,0.0,1.0,20.4,5.6,0.0,4.3
2019-04-21,69.21238938053098,1,0.0,0.0,0.0,1.0,21.7,8.2,0.0,6.7
2019-04-22,67.75221238938053,0,0.0,0.0,0.0,1.0,19.3,5.4,0.0,7.7
2019-04-23,125.94690265486727,0,0.0,0.0,0.0,1.0,17.1,6.5,0.0,5.7
2019-04-24,130.53982300884957,0,0.0,0.0,0.0,1.0,14.6,7.9,7.8,6.2
2019-04-25,129.20353982300884,0,0.0,0.0,0.0,1.0,11.0,6.9,2.7,6.9
2019-04-26,125.40707964601768,0,0.0,0.0,0.0,1.0,11.5,5.4,4.8,11.8
2019-04-27,70.84955752212389,1,0.0,0.0,0.0,1.0,11.7,5.0,8.0,24.0
2019-04-28,66.55752212389379,1,0.0,0.0,0.0,1.0,11.3,4.6,0.0,5.5
2019-04-29,132.78761061946906,0,0.0,0.0,0.0,1.0,11.4,8.8,1.2,9.1
2019-04-30,136.84070796460176,0,0.0,0.0,0.0,1.0,12.4,8.3,2.2,7.3
2019-05-01,148.67256637168146,0,0.0,0.0,0.0,1.0,14.9,6.9,0.2,8.5
2019-05-02,143.7787610619469,0,0.0,0.0,0.0,1.0,14.1,6.1,1.4,9.4
2019-05-03,143.38938053097343,0,0.0,0.0,0.0,1.0,11.4,2.8,0.0,9.5
2019-05-04,77.81415929203541,1,0.0,0.0,0.0,1.0,11.2,0.3,0.0,8.9
2019-05-05,58.71681415929204,1,0.0,0.0,0.0,1.0,11.0,-0.8,0.0,6.2
2019-05-06,67.68141592920354,0,0.0,0.0,0.0,1.0,11.6,1.4,0.0,4.8
2019-05-07,132.21238938053094,0,0.0,0.0,0.0,1.0,11.5,4.4,0.2,6.2
2019-05-08,121.15929203539821,0,0.0,0.0,0.0,1.0,8.9,7.1,4.8,14.8
2019-05-09,127.26548672566372,0,0.0,0.0,0.0,1.0,9.1,5.9,13.7,6.9
